GN|Bench|0	Louvain|GN|1	Infomap|GN|2	LLP|GN|0|3	LLP|GN|0.1|4	LLP|GN|0.2|5	LLP|GN|0.3|6	LLP|GN|0.4|7	LLP|GN|0.5|8	LLP|GN|0.6|9	LLP|GN|0.7|10	LLP|GN|0.8|11	LLP|GN|0.9|12	LLP|GN|1|13	Louvain|LFR|14	Infomap|LFR|15	LLP|LFR|0|16	LLP|LFR|0.1|17	LLP|LFR|0.2|18	LLP|LFR|0.3|19	LLP|LFR|0.4|20	LLP|LFR|0.5|21	LLP|LFR|0.6|22	LLP|LFR|0.7|23	LLP|LFR|0.8|24	LLP|LFR|0.9|25	LLP|LFR|1|26	GN|Bench|27	Louvain|GN|28	Infomap|GN|29	LLP|GN|0|30	LLP|GN|0.1|31	LLP|GN|0.2|32	LLP|GN|0.3|33	LLP|GN|0.4|34	LLP|GN|0.5|35	LLP|GN|0.6|36	LLP|GN|0.7|37	LLP|GN|0.8|38	LFR Bench|39	LLP|GN|0.9|40	LLP|GN|1|41	Louvain|LFR|42	Infomap|LFR|43	LLP|LFR|0|44	LLP|LFR|0.1|45	LLP|LFR|0.2|46	LLP|LFR|0.3|47	LLP|LFR|0.4|48	LLP|LFR|0.5|49	LLP|LFR|0.6|50	LLP|LFR|0.7|51	LLP|LFR|0.8|52	LLP|LFR|0.9|53	LLP|LFR|1|54	Louvain|GN|55	Infomap|GN|56	LLP|GN|0|57	LLP|GN|0.1|58	LLP|GN|0.2|59	LLP|GN|0.3|60	LLP|GN|0.4|61	LLP|GN|0.5|62	LLP|GN|0.6|63	LLP|GN|0.7|64	LLP|GN|0.8|65	LLP|GN|0.9|66	LLP|GN|1|67	Louvain|LFR|68	Infomap|LFR|69	LLP|LFR|0|70	LLP|LFR|0.1|71	LLP|LFR|0.2|72	LLP|LFR|0.3|73	LLP|LFR|0.4|74	LLP|LFR|0.5|75	LLP|LFR|0.6|76	LLP|LFR|0.7|77	LLP|LFR|0.8|78	LLP|LFR|0.9|79	LLP|LFR|1|80	Louvain|GN|81	Infomap|GN|82	LLP|GN|0|83	LLP|GN|0.1|84	LLP|GN|0.2|85	LLP|GN|0.3|86	LLP|GN|0.4|87	LLP|GN|0.5|88	LLP|GN|0.6|89	LLP|GN|0.7|90	LLP|GN|0.8|91	LLP|GN|0.9|92	LLP|GN|1|93	Louvain|LFR|94	Infomap|LFR|95	LLP|LFR|0|96	LLP|LFR|0.1|97	LLP|LFR|0.2|98	LLP|LFR|0.3|99	LLP|LFR|0.4|100	LLP|LFR|0.5|101	LLP|LFR|0.6|102	LLP|LFR|0.7|103	LLP|LFR|0.8|104	LLP|LFR|0.9|105	LLP|LFR|1|106	Louvain|GN|107	Infomap|GN|108	LLP|GN|0|109	LLP|GN|0.1|110	LLP|GN|0.2|111	LLP|GN|0.3|112	LLP|GN|0.4|113	LLP|GN|0.5|114	LLP|GN|0.6|115	LLP|GN|0.7|116	LLP|GN|0.8|117	LLP|GN|0.9|118	LLP|GN|1|119	Louvain|LFR|120	Infomap|LFR|121	LLP|LFR|0|122	LLP|LFR|0.1|123	LLP|LFR|0.2|124	LLP|LFR|0.3|125	LLP|LFR|0.4|126	LLP|LFR|0.5|127	LLP|LFR|0.6|128	LLP|LFR|0.7|129	LLP|LFR|0.8|130	LLP|LFR|0.9|131	LLP|LFR|1|132	Louvain|GN|133	Infomap|GN|134	LLP|GN|0|135	LLP|GN|0.1|136	LLP|GN|0.2|137	LLP|GN|0.3|138	LLP|GN|0.4|139	LLP|GN|0.5|140	LLP|GN|0.6|141	LLP|GN|0.7|142	LLP|GN|0.8|143	LLP|GN|0.9|144	LLP|GN|1|145	Louvain|LFR|146	Infomap|LFR|147	LLP|LFR|0|148	LLP|LFR|0.1|149	LLP|LFR|0.2|150	LLP|LFR|0.3|151	LLP|LFR|0.4|152	LLP|LFR|0.5|153	LLP|LFR|0.6|154	LLP|LFR|0.7|155	LLP|LFR|0.8|156	LLP|LFR|0.9|157	LLP|LFR|1|158	Louvain|GN|159	Infomap|GN|160	LLP|GN|0|161	LLP|GN|0.1|162	LLP|GN|0.2|163	LLP|GN|0.3|164	LLP|GN|0.4|165	LLP|GN|0.5|166	LLP|GN|0.6|167	LLP|GN|0.7|168	LLP|GN|0.8|169	LLP|GN|0.9|170	LLP|GN|1|171	Louvain|LFR|172	Infomap|LFR|173	LLP|LFR|0|174	LLP|LFR|0.1|175	LLP|LFR|0.2|176	LLP|LFR|0.3|177	LLP|LFR|0.4|178	LLP|LFR|0.5|179	LLP|LFR|0.6|180	LLP|LFR|0.7|181	LLP|LFR|0.8|182	LLP|LFR|0.9|183	LLP|LFR|1|184	Louvain|GN|185	Infomap|GN|186	LLP|GN|0|187	LLP|GN|0.1|188	LLP|GN|0.2|189	LLP|GN|0.3|190	LLP|GN|0.4|191	LLP|GN|0.5|192	LLP|GN|0.6|193	LLP|GN|0.7|194	LLP|GN|0.8|195	LLP|GN|0.9|196	LLP|GN|1|197	Louvain|LFR|198	Infomap|LFR|199	LLP|LFR|0|200	LLP|LFR|0.1|201	LLP|LFR|0.2|202	LLP|LFR|0.3|203	LLP|LFR|0.4|204	LLP|LFR|0.5|205	LLP|LFR|0.6|206	LLP|LFR|0.7|207	LLP|LFR|0.8|208	LLP|LFR|0.9|209	LLP|LFR|1|210	Louvain|GN|211	Infomap|GN|212	LLP|GN|0|213	LLP|GN|0.1|214	LLP|GN|0.2|215	LLP|GN|0.3|216	LLP|GN|0.4|217	LLP|GN|0.5|218	LLP|GN|0.6|219	LLP|GN|0.7|220	LLP|GN|0.8|221	LLP|GN|0.9|222	LLP|GN|1|223	Louvain|LFR|224	Infomap|LFR|225	LLP|LFR|0|226	LLP|LFR|0.1|227	LLP|LFR|0.2|228	LLP|LFR|0.3|229	LLP|LFR|0.4|230	LLP|LFR|0.5|231	LLP|LFR|0.6|232	LLP|LFR|0.7|233	LLP|LFR|0.8|234	LLP|LFR|0.9|235	LLP|LFR|1|236	Louvain|GN|237	Infomap|GN|238	LLP|GN|0|239	LLP|GN|0.1|240	LLP|GN|0.2|241	LLP|GN|0.3|242	LLP|GN|0.4|243	LLP|GN|0.5|244	LLP|GN|0.6|245	LLP|GN|0.7|246	LLP|GN|0.8|247	LLP|GN|0.9|248	LLP|GN|1|249	Louvain|LFR|250	Infomap|LFR|251	LLP|LFR|0|252	LLP|LFR|0.1|253	LLP|LFR|0.2|254	LLP|LFR|0.3|255	LLP|LFR|0.4|256	LLP|LFR|0.5|257	LLP|LFR|0.6|258	LLP|LFR|0.7|259	LLP|LFR|0.8|260	LLP|LFR|0.9|261	LLP|LFR|1|262	
2	1	50	6	9	6	11	4	9	15	16	8	9	17	1	50	3	5	7	6	10	8	9	14	10	9	11	2	1	50	6	7	4	7	9	8	12	13	10	4 	21	26	3	50	4	7	6	4	13	22	21	19	8	22	28	3	50	7	4	6	16	7	7	22	19	22	22	25	3	50	3	5	3	4	8	12	12	13	22	25	30	3	50	5	9	8	5	18	13	22	8	22	12	29	3	50	7	6	10	5	5	12	23	21	22	12	13	3	50	6	4	6	12	11	8	20	28	27	27	29	3	50	12	14	4	7	10	12	20	22	6	23	25	3	50	13	7	7	12	9	17	5	22	20	21	28	3	50	5	4	4	10	8	15	19	11	22	15	21	3	50	3	6	5	6	6	11	12	21	13	27	11	3	50	6	14	13	5	9	6	24	13	19	22	26	3	50	6	10	4	10	7	10	7	11	29	23	25	3	50	6	5	4	6	4	5	16	21	14	21	27	3	50	6	9	4	4	10	10	20	13	24	26	26	3	50	4	3	10	4	11	5	7	21	5	12	25	3	50	5	7	5	10	9	11	22	10	13	22	12	3	50	10	11	18	8	18	19	9	23	25	22	7	
2	1	51	6	9	6	11	6	10	11	13	13	8	15	1	51	2	8	7	5	6	7	7	14	12	9	13	2	1	51	6	7	4	7	10	5	9	15	6	2 	22	27	5	51	6	10	15	13	18	15	22	20	20	23	25	5	51	9	10	9	17	17	25	23	20	23	23	19	5	51	5	7	11	17	18	18	22	23	23	26	31	5	51	7	8	18	17	19	16	23	24	23	24	7	5	51	16	13	15	16	12	23	16	14	23	16	27	5	51	9	8	20	19	23	12	21	29	28	28	16	5	51	10	15	10	11	21	16	17	15	24	24	26	5	51	7	9	15	14	18	18	20	17	21	22	29	5	51	10	7	13	17	7	24	14	24	23	22	10	5	51	11	5	21	13	16	20	21	22	22	28	26	5	51	9	8	16	12	17	20	25	23	22	23	27	5	51	15	11	16	19	20	9	20	23	22	24	11	5	51	12	9	13	11	16	23	10	11	23	15	28	5	51	8	8	9	15	16	14	15	21	25	27	27	5	51	7	14	12	14	10	19	21	22	16	26	26	5	51	10	6	17	20	17	17	16	26	24	23	23	5	51	6	12	19	16	15	14	28	24	26	25	19	
2	1	52	6	10	6	11	7	8	11	15	12	8	18	1	52	1	5	6	4	7	10	10	16	8	8	10	2	1	52	6	7	4	6	7	6	12	13	12	6 	8	28	4	52	5	9	7	5	8	19	8	17	21	17	22	4	52	8	5	14	6	18	19	7	12	9	15	20	4	52	4	6	4	6	5	13	9	9	15	20	9	4	52	6	13	9	7	6	17	19	9	8	9	11	4	52	8	7	8	7	6	17	15	7	14	10	22	4	52	16	7	18	6	16	11	17	21	8	9	21	4	52	7	7	6	5	7	8	9	7	17	13	21	4	52	5	8	5	15	13	8	18	15	22	6	19	4	52	6	6	14	6	5	9	7	19	8	19	22	4	52	4	4	6	7	7	13	7	8	9	8	20	4	52	7	7	7	7	6	9	6	19	7	12	8	4	52	7	7	6	20	8	18	9	18	30	7	9	4	52	7	7	6	8	5	7	5	9	8	16	19	4	52	7	17	5	5	6	7	21	16	11	18	15	4	52	6	4	8	6	16	15	9	15	7	18	19	4	52	7	5	12	8	5	8	8	8	19	24	24	4	52	5	13	6	5	16	12	11	19	22	18	9	
2	1	53	6	11	9	10	4	8	12	17	16	7	12	1	53	2	5	4	5	5	9	9	12	9	6	9	2	1	53	6	7	4	7	11	8	12	13	8	5 	3	4	2	53	2	3	9	7	3	4	4	3	15	3	4	2	53	5	2	10	3	2	12	3	3	5	11	3	2	53	2	2	16	2	2	4	3	4	24	3	4	2	53	3	3	5	2	2	6	3	18	3	14	6	2	53	3	4	3	3	3	14	9	4	4	4	4	2	53	4	2	3	3	5	25	3	4	3	5	4	2	53	3	3	2	2	3	5	3	4	2	4	20	2	53	2	3	2	4	2	2	3	3	3	2	3	2	53	2	3	3	9	3	3	4	12	4	3	4	2	53	2	2	4	4	4	3	3	4	12	11	5	2	53	3	3	3	4	2	3	2	22	4	3	20	2	53	4	3	2	5	3	4	4	5	3	10	4	2	53	5	3	3	3	3	11	3	3	3	4	4	2	53	16	3	3	7	3	9	4	4	17	3	6	2	53	3	2	3	2	4	3	17	4	3	3	15	2	53	3	3	18	3	2	2	4	3	3	14	3	2	53	2	2	9	3	2	2	20	18	3	3	5	
2	1	54	6	6	9	10	5	8	11	10	9	8	13	1	54	1	5	7	4	7	7	7	16	7	4	10	2	1	54	6	6	4	6	7	7	13	14	7	3 	23	29	5	54	6	16	15	14	18	23	23	21	21	16	29	5	54	9	13	9	18	14	22	7	21	20	24	26	5	54	5	7	17	18	18	19	23	24	18	27	32	5	54	7	8	18	18	13	15	24	25	24	25	30	5	54	10	9	8	16	17	24	25	22	24	20	23	5	54	5	8	19	20	24	26	22	30	19	19	23	5	54	10	16	15	5	22	17	21	13	25	25	27	5	54	7	9	15	21	19	19	21	17	23	23	24	5	54	10	7	11	17	5	25	15	25	24	23	18	5	54	12	5	14	12	8	21	22	23	23	29	27	5	54	9	8	17	18	15	21	26	24	23	23	28	5	54	11	11	6	13	21	23	21	24	31	25	26	5	54	11	13	13	17	17	24	17	9	24	24	29	5	54	8	8	9	16	17	18	22	16	11	20	28	5	54	7	11	16	15	19	20	22	23	23	18	27	5	54	17	6	17	21	13	21	18	27	19	25	25	5	54	6	6	20	17	17	20	29	25	27	17	28	
2	1	55	6	12	6	13	6	12	8	11	13	11	15	1	55	2	5	6	5	5	6	6	13	9	6	12	2	1	55	6	7	4	6	9	6	12	13	12	6 	12	6	3	55	4	17	6	4	13	14	5	19	25	24	28	3	55	7	4	6	16	7	7	24	19	14	22	27	3	55	3	5	3	4	8	20	12	13	14	25	33	3	55	5	9	8	5	18	21	25	8	12	12	31	3	55	7	6	10	5	5	12	23	10	20	12	13	3	55	17	4	6	12	11	8	10	28	24	29	27	3	55	5	5	4	16	10	12	11	22	26	23	25	3	55	4	7	16	12	9	20	5	22	24	21	30	3	55	5	4	4	10	8	15	19	11	22	15	11	3	55	3	6	5	6	6	11	12	20	24	14	28	3	55	6	5	13	5	9	6	27	25	19	24	29	3	55	6	10	4	10	7	10	7	11	32	11	13	3	55	6	5	4	18	4	5	18	21	14	21	26	3	55	6	9	4	4	10	10	19	22	9	26	29	3	55	4	3	10	4	11	5	7	13	5	12	28	3	55	5	7	5	10	9	22	23	10	25	7	12	3	55	4	3	11	8	18	4	9	21	28	26	29	
2	1	56	6	10	6	11	7	11	9	15	9	8	17	1	56	3	5	7	6	6	7	7	14	8	9	11	2	1	56	6	7	4	7	10	8	9	10	9	2 	0	18	0	56	0	8	0	0	0	20	3	15	0	2	0	0	56	0	0	2	0	0	17	0	2	3	0	22	0	56	0	0	0	0	0	0	8	0	7	28	0	0	56	0	0	0	0	5	0	20	21	0	8	10	0	56	2	2	0	17	0	0	21	0	0	0	0	0	56	3	0	0	2	0	3	0	0	0	2	25	0	56	0	0	0	0	6	0	2	0	0	3	9	0	56	14	0	0	0	0	14	0	6	6	0	9	0	56	0	0	2	0	0	0	0	0	0	24	0	0	56	0	0	0	0	3	0	16	18	0	17	3	0	56	2	0	0	3	0	0	0	0	3	0	21	0	56	0	6	0	21	2	3	0	7	8	2	8	0	56	16	0	5	0	0	3	0	8	0	0	0	0	56	13	0	0	0	2	0	0	0	0	5	0	0	56	0	0	2	5	3	0	0	0	0	7	22	0	56	14	0	0	2	0	6	15	0	0	2	7	0	56	0	4	0	2	0	0	0	20	7	2	2	
2	1	57	8	5	6	11	4	8	12	15	17	7	12	1	57	1	5	6	4	5	6	9	12	8	8	9	2	1	57	6	6	4	6	7	6	9	11	6	1 	10	30	3	57	4	7	6	4	13	24	5	19	26	24	30	3	57	7	4	6	16	7	7	24	19	14	22	12	3	57	3	5	3	4	8	12	24	25	14	25	34	3	57	5	9	8	5	18	13	13	8	25	12	31	3	57	7	6	10	5	5	12	23	10	20	12	13	3	57	6	4	6	12	11	8	10	31	29	29	27	3	57	5	5	4	7	10	12	11	23	21	26	8	3	57	4	7	7	22	9	21	5	22	20	24	31	3	57	5	14	4	10	8	15	20	11	22	15	11	3	57	3	6	5	6	6	22	12	20	13	14	29	3	57	6	5	18	5	9	22	24	12	19	25	26	3	57	6	10	4	10	7	10	7	25	32	11	13	3	57	6	5	4	6	4	5	16	22	25	21	26	3	57	6	9	4	4	18	19	19	13	9	28	29	3	57	4	15	10	4	11	5	7	13	5	12	28	3	57	5	7	5	10	9	23	23	10	13	11	26	3	57	4	3	11	8	18	4	30	21	29	22	29	
2	1	58	6	6	6	11	6	9	10	12	9	11	16	1	58	1	9	6	4	6	6	10	13	8	9	11	2	1	58	6	7	6	6	10	7	9	14	7	2 	24	15	5	58	6	10	18	14	19	9	24	22	27	25	31	5	58	9	13	9	19	19	26	25	12	24	25	15	5	58	5	13	11	14	18	21	17	26	25	29	35	5	58	7	8	18	18	13	22	14	26	26	7	18	5	58	10	9	12	18	18	25	16	23	25	23	17	5	58	9	8	19	21	25	17	23	32	30	28	20	5	58	10	8	10	17	23	18	22	24	13	27	28	5	58	7	9	15	23	20	22	22	23	25	19	32	5	58	10	15	11	18	13	24	14	26	25	25	23	5	58	6	11	14	13	15	23	23	24	25	30	30	5	58	9	8	14	15	17	23	28	26	24	26	30	5	58	11	11	17	13	10	13	22	26	33	14	27	5	58	12	16	13	19	18	25	17	23	26	25	15	5	58	8	8	13	6	19	20	23	23	26	29	30	5	58	7	16	17	8	15	21	23	24	15	27	17	5	58	10	6	19	22	18	24	24	28	26	16	27	5	58	11	6	20	6	21	21	18	26	14	17	23	
2	1	59	8	9	6	11	6	9	10	15	9	12	19	1	59	3	5	6	6	6	11	10	13	8	9	11	2	1	59	6	7	4	6	7	5	14	9	12	6 	3	4	2	59	2	3	9	7	3	13	4	23	15	3	19	2	59	5	2	10	2	2	12	3	3	5	11	3	2	59	2	2	18	19	2	4	3	4	3	15	4	2	59	8	3	5	2	20	6	12	18	3	14	17	2	59	5	4	3	3	3	14	9	24	4	4	4	2	59	4	9	3	3	5	5	3	4	3	12	4	2	59	3	3	2	2	3	3	3	4	2	4	4	2	59	2	3	2	4	2	2	3	3	26	2	33	2	59	2	8	3	2	3	3	4	12	4	26	13	2	59	2	2	4	4	4	2	3	12	12	13	5	2	59	3	3	3	4	2	3	12	22	4	3	13	2	59	4	18	2	5	3	4	12	5	3	10	4	2	59	5	10	3	3	3	4	3	3	3	4	4	2	59	4	3	3	7	20	9	12	4	17	11	6	2	59	3	2	3	2	4	3	17	3	3	3	15	2	59	3	3	3	3	2	2	5	3	3	26	3	2	59	2	2	9	3	11	9	20	11	3	3	5	
2	1	60	6	7	6	11	7	10	13	16	11	10	17	1	60	1	5	7	6	5	8	11	14	9	9	14	2	1	60	7	7	4	9	7	11	9	16	10	3 	10	14	3	60	4	7	6	4	13	14	5	19	26	26	28	3	60	7	4	6	16	7	7	24	19	14	22	28	3	60	14	5	3	4	19	12	12	13	26	25	33	3	60	5	9	8	5	18	13	26	8	27	12	31	3	60	7	6	10	5	5	12	23	10	26	24	13	3	60	6	4	6	12	11	8	10	28	24	30	27	3	60	5	5	4	7	10	12	11	22	27	23	25	3	60	4	7	7	12	9	21	23	22	20	21	34	3	60	5	4	4	10	8	15	19	11	22	15	24	3	60	3	6	22	6	6	11	12	25	26	31	11	3	60	6	5	13	5	9	6	27	12	19	24	26	3	60	6	10	4	10	7	10	7	27	32	11	13	3	60	6	5	4	6	19	5	16	21	14	21	26	3	60	6	9	4	4	10	21	19	24	15	30	29	3	60	4	3	10	16	11	5	7	13	5	12	29	3	60	18	7	20	10	9	22	25	10	13	7	28	3	60	4	3	21	8	18	4	9	21	28	27	29	
2	1	61	6	10	9	11	9	13	11	11	13	8	15	1	61	2	5	7	5	5	7	7	16	9	6	12	2	1	61	6	7	4	6	10	8	13	10	7	2 	11	4	2	61	2	3	9	7	11	13	11	11	15	3	19	2	61	5	12	10	3	8	12	13	14	5	11	3	2	61	2	2	2	2	2	4	3	4	3	15	4	2	61	8	3	5	2	2	6	12	18	13	14	25	2	61	3	4	3	3	10	14	9	3	4	4	4	2	61	4	9	3	15	5	5	12	19	3	5	19	2	61	3	3	2	2	3	5	3	4	11	4	20	2	61	2	3	2	4	2	2	3	3	3	2	20	2	61	2	8	10	2	3	3	4	12	4	14	13	2	61	2	2	4	4	4	2	3	12	12	13	5	2	61	3	3	3	4	11	3	12	22	11	15	13	2	61	10	3	2	5	12	4	12	5	21	12	4	2	61	5	10	3	3	3	11	3	3	12	4	4	2	61	4	3	7	7	21	22	12	4	17	11	6	2	61	3	2	3	2	4	3	17	4	18	3	15	2	61	3	8	3	3	2	2	5	3	17	14	3	2	61	2	2	9	9	11	9	20	18	18	3	3	
2	1	62	6	5	7	11	6	9	11	11	13	10	12	1	62	1	10	6	4	5	6	10	13	8	13	10	2	1	62	6	5	4	6	7	7	12	13	7	3 	0	18	0	62	0	8	0	0	0	20	3	0	0	2	0	0	62	0	0	2	0	0	0	0	2	3	3	2	0	62	0	14	0	13	0	0	8	0	7	0	24	0	62	0	2	0	0	0	0	0	3	2	8	10	0	62	2	2	2	0	0	0	2	0	0	0	0	0	62	3	0	0	2	0	3	0	18	0	2	25	0	62	0	0	0	0	0	0	2	0	0	3	9	0	62	0	0	0	0	0	0	2	6	0	0	0	0	62	0	16	2	0	2	0	3	0	0	0	17	0	62	0	0	0	2	3	0	16	3	0	17	3	0	62	13	6	0	3	0	0	0	0	3	2	3	0	62	0	6	0	0	2	3	0	7	8	2	8	0	62	0	0	14	0	0	3	0	17	0	26	3	0	62	13	0	0	0	2	2	0	3	0	0	0	0	62	0	0	2	0	3	18	0	2	2	7	9	0	62	14	9	0	0	0	0	15	2	0	2	7	0	62	0	0	0	2	0	0	3	2	7	2	2	
2	1	63	7	7	6	14	5	10	11	10	11	8	15	1	63	1	5	4	8	5	8	7	18	9	6	12	2	1	63	6	5	3	7	7	7	9	13	9	1 	25	31	5	63	13	10	15	15	18	25	25	14	28	27	32	5	63	9	10	9	17	17	27	26	22	6	26	29	5	63	5	7	11	20	20	9	25	27	20	30	36	5	63	7	8	18	17	13	23	10	22	5	26	32	5	63	10	9	16	16	19	26	26	25	27	25	28	5	63	9	12	19	7	26	27	24	33	31	31	30	5	63	10	8	10	11	24	18	17	25	28	28	29	5	63	7	9	17	14	21	10	24	24	21	25	35	5	63	10	17	11	19	7	26	21	27	24	27	25	5	63	6	5	14	13	8	24	21	26	22	32	31	5	63	9	8	19	19	18	24	29	27	25	27	31	5	63	11	11	18	22	22	24	23	13	34	26	28	5	63	12	9	13	11	14	15	19	24	23	27	30	5	63	8	8	8	17	22	23	24	25	27	31	5	5	63	7	11	16	8	10	22	24	25	16	28	30	5	63	10	6	17	16	19	25	26	29	24	27	23	5	63	6	14	20	18	22	22	31	27	30	28	11	
3	2	64	9	13	10	15	10	14	16	18	18	13	20	2	64	4	11	8	9	11	12	12	19	13	14	17	3	2	64	8	9	7	10	12	12	15	17	13	6 	2	18	0	64	0	8	0	0	0	20	3	15	9	2	0	0	64	0	0	2	0	0	17	0	2	3	0	22	0	64	12	0	0	0	0	0	8	28	7	8	3	0	64	0	2	0	0	5	0	7	3	2	8	10	0	64	2	2	0	2	0	0	2	0	3	0	19	0	64	3	10	0	2	0	3	0	0	0	2	25	0	64	0	0	0	0	0	0	2	0	0	3	9	0	64	0	0	0	0	0	23	0	6	6	0	9	0	64	0	0	2	0	2	0	3	0	0	0	17	0	64	0	0	0	0	3	0	16	3	0	17	3	0	64	2	6	0	3	0	0	23	0	3	2	3	0	64	0	6	0	14	2	3	0	7	8	2	8	0	64	0	6	5	0	0	3	0	17	0	3	3	0	64	13	0	0	0	2	2	0	3	0	5	3	0	64	0	0	2	5	3	0	0	2	2	7	9	0	64	14	9	0	2	0	0	15	2	2	2	7	0	64	0	4	0	2	0	0	3	2	7	2	2	
3	2	65	10	14	11	16	11	14	17	19	18	14	21	2	65	4	11	9	9	11	12	13	20	14	15	18	3	2	65	8	10	7	10	13	13	16	18	14	1 	26	27	5	65	6	10	15	14	18	26	25	20	4	28	33	5	65	9	13	17	17	20	18	27	23	25	23	30	5	65	5	7	11	14	20	22	4	29	27	31	37	5	65	7	8	18	18	13	24	6	27	28	27	33	5	65	10	9	12	16	15	26	27	26	28	23	29	5	65	9	8	19	7	26	28	21	34	32	22	16	5	65	10	17	10	11	25	19	23	26	29	29	30	5	65	7	9	15	14	15	19	21	9	27	19	36	5	65	10	7	11	20	7	24	22	28	26	28	4	5	65	6	5	14	13	8	25	17	26	27	23	32	5	65	9	8	20	15	17	23	15	28	25	18	32	5	65	11	11	19	13	23	25	24	28	35	27	20	5	65	17	17	13	11	14	25	20	11	23	28	28	5	65	8	8	9	18	23	24	25	26	28	32	31	5	65	7	11	16	8	10	23	5	26	8	29	31	5	65	10	6	17	23	19	25	27	30	24	28	29	5	65	6	6	22	6	23	23	32	28	15	28	30	
3	2	66	11	15	11	17	10	15	18	19	19	13	20	2	66	4	12	8	9	11	13	14	21	15	16	19	3	2	66	8	10	8	10	12	14	17	19	15	6 	8	8	4	66	5	9	19	5	8	8	8	7	18	17	22	4	66	8	5	7	6	5	9	7	8	9	15	20	4	66	4	6	5	6	6	13	9	9	15	9	23	4	66	6	7	9	7	6	10	19	9	9	17	12	4	66	8	7	8	7	6	9	13	7	14	10	10	4	66	8	7	8	6	16	11	7	35	8	9	15	4	66	7	7	6	5	8	8	9	13	17	13	17	4	66	5	8	5	13	13	8	12	15	7	6	11	4	66	7	6	5	6	6	9	7	9	8	16	16	4	66	4	4	6	7	7	7	7	14	9	33	21	4	66	7	7	7	7	6	9	6	16	7	12	9	4	66	7	7	6	8	8	15	9	18	10	7	18	4	66	7	8	6	8	5	7	5	10	15	16	9	4	66	7	7	5	5	6	7	8	10	11	7	15	4	66	6	4	8	6	8	15	9	15	7	9	11	4	66	7	5	12	8	5	8	8	8	14	8	13	4	66	5	5	12	5	6	7	11	9	22	18	21	
3	2	67	10	16	12	18	12	16	18	20	20	15	22	2	67	4	12	10	10	12	14	15	22	16	17	20	3	2	67	8	10	9	10	14	14	18	20	16	5 	10	14	3	67	4	7	6	4	13	14	5	19	26	24	34	3	67	14	4	6	16	7	7	24	19	14	22	31	3	67	3	5	3	4	8	12	26	13	14	25	33	3	67	5	18	8	5	18	13	13	8	12	12	31	3	67	7	6	10	5	5	12	23	10	20	12	30	3	67	6	4	6	12	11	8	10	28	24	32	27	3	67	5	18	4	7	10	12	11	22	21	23	25	3	67	4	7	7	12	9	21	5	22	20	21	28	3	67	5	4	4	10	8	15	19	11	22	15	11	3	67	3	6	5	6	6	11	12	20	13	14	33	3	67	6	5	13	5	9	25	24	29	19	24	26	3	67	6	10	4	10	7	26	7	11	36	28	29	3	67	6	5	4	6	4	5	21	21	14	21	31	3	67	6	9	4	4	10	10	19	13	9	26	29	3	67	4	3	18	4	11	5	7	13	5	12	28	3	67	5	7	5	10	9	11	23	10	13	7	12	3	67	4	3	11	8	18	4	9	21	31	27	29	
3	2	68	10	14	13	17	10	14	18	19	21	13	23	2	68	4	12	9	9	11	15	16	20	15	15	21	3	2	68	9	10	7	10	13	12	15	17	13	2 	8	8	4	68	5	9	7	5	8	8	8	7	21	17	18	4	68	15	5	7	6	5	9	7	12	9	15	20	4	68	4	6	5	6	5	13	9	9	15	18	21	4	68	6	13	9	7	6	10	19	9	9	9	11	4	68	8	7	8	7	6	9	15	7	14	10	10	4	68	8	7	8	6	16	11	17	21	8	9	17	4	68	7	7	6	5	8	8	9	13	17	13	21	4	68	5	8	5	13	13	8	18	15	7	6	19	4	68	7	6	5	6	5	9	7	9	8	19	9	4	68	4	4	6	7	7	13	7	17	9	8	9	4	68	7	7	7	20	6	9	6	16	15	12	9	4	68	7	7	6	8	8	15	9	18	10	7	9	4	68	7	8	6	8	5	7	5	9	15	16	19	4	68	7	7	5	5	6	7	8	16	11	7	15	4	68	6	4	8	6	16	15	9	20	7	9	19	4	68	7	5	12	8	5	8	8	8	14	8	24	4	68	5	5	6	5	16	12	11	9	22	18	17	
3	2	69	10	16	12	17	12	16	18	19	22	13	23	2	69	4	12	11	11	11	16	16	21	15	17	21	3	2	69	10	10	8	11	13	12	17	17	14	5 	1	2	1	69	3	18	2	1	2	1	2	2	6	1	2	1	69	2	1	1	1	1	1	1	4	6	5	32	1	69	1	3	1	1	1	2	1	2	1	1	5	1	69	1	1	19	1	1	1	5	5	5	5	5	1	69	1	1	16	1	1	1	1	2	6	2	5	1	69	2	1	4	1	20	1	25	6	1	4	5	1	69	1	1	1	1	2	2	1	2	1	2	2	1	69	1	1	1	2	1	1	1	1	1	3	35	1	69	4	1	1	4	1	4	2	1	2	4	2	1	69	1	1	2	1	2	1	1	6	5	5	2	1	69	9	1	1	1	3	1	3	1	2	1	2	1	69	1	19	3	1	4	2	2	2	4	1	5	1	69	1	1	1	1	2	2	1	4	1	5	2	1	69	1	18	1	1	1	1	2	2	2	2	5	1	69	1	1	1	1	1	1	2	1	4	1	2	1	69	1	1	4	1	1	1	1	1	1	6	1	1	69	1	1	1	1	1	1	5	4	2	1	1	
